https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.title	258_237.title.0	ATREUS		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.title	258_237.title.1	ET	uninflected conjunction	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.title	258_237.title.2	THIESTES		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.title	258_237.title.2_0	.		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.0	Atreus		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.2	Thyestes		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.3	germani		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.4	cum	uninflected preposition	ls.n11872:cum1
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.5	in	uninflected preposition	ls.n22111:in1
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.6	dissensione		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.7	sibi	pronoun: masculine dative singular	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.7	sibi	pronoun: neuter dative singular	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.7	sibi	pronoun: masculine dative plural	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.7	sibi	pronoun: feminine dative plural	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.7	sibi	pronoun: neuter dative plural	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.7	sibi	pronoun: feminine dative singular	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.8	nocere	finite verb: second singular present indicative passive	ls.n31073:noceo
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.8	nocere	finite verb: second singular present imperative passive	ls.n31073:noceo
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.8	nocere	infinitive: present active	ls.n31073:noceo
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.9	non	adverb: positive degree	ls.n31151:non
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.10	possent	finite verb: third plural imperfect subjunctive active	ls.n37193:possum
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.10_0	,		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.11	in	uninflected preposition	ls.n22111:in1
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.12	simulatam	participle: perfect passive feminine accusative singular	ls.n44347:simulo
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.13	gratiam	noun: feminine accusative singular	ls.n19896:gratia
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.14	redierunt	finite verb: third plural perfect indicative active	ls.n40719:redeo
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.14_0	,		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.15	qua	pronoun: feminine ablative singular	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.16	occasione	noun: feminine ablative singular	ls.n32063:occasio
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.17	Thyestes		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.18	cum	uninflected preposition	ls.n11872:cum1
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.19	fratris	noun: masculine genitive singular	ls.n18705:frater
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.20	uxore	noun: feminine ablative singular	ls.n50039:uxor
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.21	concubuit	finite verb: third singular perfect indicative active	ls.n9942:concumbo
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.21_0	.		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.22	Atreus		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.23	uero	adjective: masculine dative singular positive	ls.n50667:verus
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.23	uero	adjective: masculine ablative singular positive	ls.n50667:verus
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.23	uero	adjective: neuter dative singular positive	ls.n50667:verus
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.23	uero	adjective: neuter ablative singular positive	ls.n50667:verus
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.24	ei	pronoun: masculine dative singular	ls.n25029:is
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.24	ei	pronoun: feminine dative singular	ls.n25029:is
https://lingualatina.github.io/texts/browsable/hyginus/258_237/	258_237.1	258_237.1.24	ei	pronoun: neuter dative singular	ls.n25029:is
