url	passage	tokenid	token	form	lexeme
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.0	Thyestes		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.1	cum	uninflected preposition	ls.n11872:cum1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.2	uidisset	finite verb: third singular pluperfect subjunctive active	ls.n50883:video
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.3	Aegisthum	noun: masculine accusative singular	ls.n1181:Aegisthus
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.4	et	uninflected conjunction	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.5	gladium	noun: masculine accusative singular	ls.n19607:gladius
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.6	quem	pronoun: masculine accusative singular	ls.n40242:quis1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.6	quem	pronoun: feminine accusative singular	ls.n40242:quis1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.6	quem	pronoun: masculine accusative singular	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.7	Aegisthus	noun: masculine nominative singular	ls.n1181:Aegisthus
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.8	gerebat	finite verb: third singular imperfect indicative active	ls.n19512:gero1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.8_0	,		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.9	et	uninflected conjunction	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.10	cognouisset	finite verb: third singular pluperfect subjunctive active	ls.n8938:cognosco
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.11	quem	pronoun: masculine accusative singular	ls.n40242:quis1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.11	quem	pronoun: feminine accusative singular	ls.n40242:quis1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.11	quem	pronoun: masculine accusative singular	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.12	in	uninflected preposition	ls.n22111:in1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.13	compressione	noun: feminine ablative singular	ls.n9684:compressio
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.14	perdiderat		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.14_0	,		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.15	interrogat	finite verb: third singular present indicative active	ls.n24445:interrogo
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.16	Aegisthum	noun: masculine accusative singular	ls.n1181:Aegisthus
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.17	unde	adverb: positive degree	ls.n49762:unde
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.18	illum	pronoun: masculine accusative singular	ls.n21494:ille
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.19	haberet	finite verb: third singular imperfect subjunctive active	ls.n20077:habeo
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.19_0	.		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.20	ille	pronoun: masculine nominative singular	ls.n21494:ille
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.21	respondit	finite verb: third singular perfect indicative active	ls.n41387:respondeo
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.22	matrem	noun: feminine accusative singular	ls.n28181:mater
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.23	sibi	pronoun: masculine dative singular	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.23	sibi	pronoun: neuter dative singular	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.23	sibi	pronoun: masculine dative plural	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.23	sibi	pronoun: feminine dative plural	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.23	sibi	pronoun: neuter dative plural	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.23	sibi	pronoun: feminine dative singular	ls.n46498:sui
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.24	Pelopiam		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.25	dedisse	infinitive: perfect active	ls.n14599:do1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.25_0	,		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.26	quam	pronoun: feminine accusative singular	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.27	iubet	finite verb: third singular present indicative active	ls.n25264:jubeo
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.28	accersiri		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/88a/	88a.9	88a.9.28_0	.		ls.null
